index,category,raw_category_x,nyuId,nyu40id,eigen13id,nyuClass,nyu40class,eigen13class,ModelNet40,ModelNet10,ShapeNetCore55,synsetoffset,wnsynsetid,wnsynsetkey,mpcat40index,mpcat40_x,raw_category_y,mpcat40_y
1020,paper,paper,15.0,26,7.0,paper,paper,Objects,,,,,n14974264,paper.n.01,39.0,objects,paper,objects
1021,paper holder,paper holder,470.0,40,,paper holder,otherprop,,,,,,,,,objects,,objects
1022,paper storage,paper storage,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,paper storage,misc
1023,paper towel,paper towel,113.0,40,7.0,paper towel,otherprop,Objects,,,,,n03887697,paper_towel.n.01,20.0,towel,paper towel,towel
1024,paper towel dispenser,paper towel dispenser,14.0,40,7.0,paper towel dispenser,otherprop,Objects,,,,,,,40.0,misc,paper towel dispenser,misc
1025,paper towel holder,paper towel holder,281.0,40,,paper towel holder,otherprop,,,,,,,,,objects,,objects
1026,paper towels,paper towels,113.0,40,,paper towel,otherprop,,,,,,,,,towel,,towel
1027,papers,papers,483.0,26,,papers,paper,,,,,,,,,objects,,objects
1028,parapet,parapet,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,parapet,misc
1029,partial,partial,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,partial,misc
1030,partition,separating screen,21.0,1,12.0,wall,wall,Wall,,,,,n03894379,partition.n.01,40.0,misc,partition,misc
1031,patio,patio,,40,7.0,,otherprop,Objects,,,,,n03899768,patio.n.01,40.0,misc,patio,misc
1032,patio chair,patio chair,5.0,5,4.0,chair,chair,Chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,3.0,chair,patio chair,chair
1033,patio floor,patio floor,11.0,2,5.0,floor,floor,Floor,,,,,,,40.0,misc,patio floor,misc
1034,pavement,pavement,11.0,2,,floor,floor,,,,,,,,,floor,,floor
1035,payment terminal,payment terminal,,40,,,otherprop,,,,,,,,,objects,,objects
1036,pc tower,pc tower,,40,7.0,,otherprop,Objects,,,tower,4460130.0,n04460130,tower.n.01,40.0,misc,pc tower,misc
1037,pedestal,pedestal,50.0,39,6.0,stand,otherfurniture,Furniture,,,,,,,40.0,misc,pedestal,misc
1038,pen,pen,97.0,40,,pen,otherprop,,,,,,,,,objects,,objects
1039,pen cup,pen cup,786.0,40,,pen cup,otherprop,,,,,,,,,objects,,objects
1040,pen drive,pendrive,587.0,40,,usb drive,otherprop,,,,,,,,,objects,,objects
1041,pencil,pencil,396.0,40,,pencil,otherprop,,,,,,,,,objects,,objects
1042,pencil case,pencil case,101.0,40,,pencil holder,otherprop,,,,,,,,,objects,,objects
1043,pencil holder,pencil holder,101.0,40,,pencil holder,otherprop,,,,,,,,,objects,,objects
1044,pendant,pendant,341.0,40,,necklace,otherprop,,,,,,,,,objects,,objects
1045,perfume,perfumes,655.0,40,7.0,perfume,otherprop,Objects,,,,,n03916031,perfume.n.02,39.0,objects,perfume,objects
1046,pet bed,pet bed,157.0,4,,bed,bed,,,,,,,,,objects,,objects
1047,pet bowl,pet bowl,697.0,40,,dog bowl,otherprop,,,,,,,,,objects,,objects
1048,phone,office phone,32.0,40,,telephone,otherprop,,,,,,,,,objects,,objects
1049,photo,photo,508.0,40,7.0,photo,otherprop,Objects,,,,,n03925226,photograph.n.01,6.0,picture,framed photo,picture
1050,photo mount,photo mount,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,photo mount,misc
1051,photo mounts,photo mounts,,40,,,otherprop,,,,,,,,,misc,,misc
1052,photo stand,photo stand,50.0,40,,stand,otherprop,,,,,,,,,objects,,objects
1053,photos,framed photos,508.0,11,,photo,picture,,,,,,,,,picture,,picture
1054,piano,piano,298.0,39,6.0,piano,otherfurniture,Furniture,piano,,piano,3928116.0,n03928116,piano.n.01,39.0,objects,piano,objects
1055,piano bench,piano bench,460.0,39,6.0,piano bench,otherfurniture,Furniture,bench,,bench,2828884.0,n02828884,bench.n.01,34.0,seating,piano bench,seating
1056,piano stool,piano stool,150.0,40,7.0,stool,otherprop,Objects,stool,,,,n03801880,music_stool.n.01,19.0,stool,piano stool,stool
1057,picture,picture,64.0,11,8.0,picture,picture,Picture,,,,,n03931044,picture.n.01,6.0,picture,art,picture
1058,picture frame,picture frame,64.0,11,8.0,picture,picture,Picture,,,,,n03931765,picture_frame.n.01,6.0,picture,picture  frame,picture
1059,pictures,framed pictures,64.0,11,,picture,picture,,,,,,,,,picture,,picture
1060,pile of magazines,pile of magazines,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,pile of magazines,misc
1061,pillar,column,94.0,38,7.0,column,otherstructure,Objects,,,,,n03073977,column.n.07,24.0,column,phillar,column
1062,pillow,pillow,119.0,18,7.0,pillow,pillow,Objects,,,pillow,3938244.0,n03938244,pillow.n.01,8.0,cushion,piillow,cushion
1063,pillow seat,pillow seat,5.0,5,,chair,chair,,,,,,,,,seating,,seating
1064,ping pong table,ping pong table,625.0,39,6.0,ping pong table,otherfurniture,Furniture,table,table,table,4379243.0,n04379243,table.n.02,5.0,table,ping pong table,table
1065,pipe,pipe,41.0,40,7.0,pipe,otherprop,Objects,,,,,n03944672,pipe.n.02,40.0,misc,pipe,misc
1066,pitcher,pitcher,273.0,40,7.0,pitcher,otherprop,Objects,,,,,n03950228,pitcher.n.02,39.0,objects,pitcher,objects
1067,pitchfork,pitchfork,,40,,,otherprop,,,,,,,,,objects,,objects
1068,place mat,placemat,154.0,40,7.0,placemat,otherprop,Objects,,,,,n03952886,place_mat.n.01,39.0,objects,place mat,objects
1069,plane,plane,481.0,40,,toy plane,otherprop,,,,,,,,,misc,,misc
1070,plank,plank,698.0,40,,wooden plank,otherprop,,,,,,,,,misc,,misc
1071,planner,planner,583.0,40,,calendar,otherprop,,,,,,,,,misc,,misc
1072,plant,plant,82.0,40,7.0,plant,otherprop,Objects,plant,,,,n00017222,plant.n.02,14.0,plant,ornament plant,plant
1073,plant ornament,plant ornament,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,plant ornament,misc
1074,plastic bag,plastic bag,55.0,37,,bag,bag,,,,,,,,,objects,,objects
1075,plate,plate,233.0,40,7.0,plate,otherprop,Objects,,,,,n03959485,plate.n.04,39.0,objects,ornamental plate,objects
1076,plate of food,plate of food,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,plate of food,misc
1077,plates,plates,233.0,40,,plate,otherprop,,,,,,,,,objects,,objects
1078,platform,platform,,38,7.0,,otherstructure,Objects,,,,,,,40.0,misc,platform,misc
1079,platter,platter,129.0,40,7.0,platter,otherprop,Objects,,,,,,,40.0,misc,platter,misc
1080,playpen,playpen,815.0,39,6.0,playpen,otherfurniture,Furniture,,,,,n03964495,playpen.n.01,40.0,misc,playpen,misc
1081,plenum box,plenum box,26.0,29,,box,box,,,,,,,,,misc,,misc
1082,pliers,pliers,,40,,,otherprop,,,,,,,,,objects,,objects
1083,plug,plug,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,plug,misc
1084,plumbing,plumbing,,40,7.0,,otherprop,Objects,,,,,n03969041,plumbing.n.01,39.0,objects,valve,objects
1085,plunger,plunger,563.0,40,,toilet plunger,otherprop,,,,,,,,,objects,,objects
1086,plush toy,plush toy,389.0,40,7.0,toy,otherprop,Objects,,,,,n04399382,teddy.n.01,39.0,objects,plush toy,objects
1087,podium,podium,,40,7.0,,otherprop,Objects,,,,,n03159640,dais.n.01,39.0,objects,podest,objects
1088,pole,pole,,40,7.0,,otherprop,Objects,,,,,n03976657,pole.n.01,39.0,objects,pole,objects
1089,poles,poles,,40,,,otherprop,,,,,,,,,objects,,objects
1090,pool,pool,,38,7.0,,otherstructure,Objects,,,,,n03982060,pool.n.01,40.0,misc,pool,misc
1091,pool stick,pool sticks,529.0,40,7.0,stick,otherprop,Objects,,,,,n03145522,cue.n.04,39.0,objects,pool stick,objects
1092,pool table,pool table,515.0,39,6.0,pool table,otherfurniture,Furniture,table,table,table,4379243.0,n03982430,pool_table.n.01,5.0,table,pool table,table
1093,porcelain,porcelain,757.0,40,,decorative dish,otherprop,,,,,,,,,objects,,objects
1094,portrait,portrait,64.0,11,8.0,picture,picture,Picture,,,,,n03987079,portrait.n.02,6.0,picture,portrait,picture
1095,post,post,94.0,38,7.0,column,otherstructure,Objects,,,,,n03988170,post.n.04,24.0,column,post,column
1096,poster,poster,406.0,40,,poster board,otherprop,,,,,,,,,picture,,picture
1097,pot,pot,16.0,40,7.0,pot,otherprop,Objects,,,,,n03991062,pot.n.04,39.0,objects,planter,objects
1098,pot lid,pot lid,533.0,40,,lid,otherprop,,,,,,,,,objects,,objects
1099,potty,potty,124.0,33,,toilet,toilet,,,,,,,,,objects,,objects
1100,pouches,pouches,492.0,37,,cloth bag,bag,,,,,,,,,objects,,objects
1101,pouffe,pouffe,359.0,39,6.0,ottoman,otherfurniture,Furniture,,,,,n03858418,ottoman.n.03,34.0,seating,poufe,seating
1102,powder soap,powder soap,133.0,40,,soap,otherprop,,,,,,,,,objects,,objects
1103,power breaker box,power breaker box,26.0,29,7.0,box,box,Objects,,,,,,,40.0,misc,power breaker box,misc
1104,power cord,power cord,92.0,40,,wire,otherprop,,,,,,,,,objects,,objects
1105,power strip,power strip,,40,,,otherprop,,,,,,,,,objects,,objects
1106,press,press,,40,,,otherprop,,,,,,,,,objects,,objects
1107,pressure washer,pressure washer,,40,,,otherprop,,,,,,,,,objects,,objects
1108,price tag,price tag,218.0,40,,tag,otherprop,,,,,,,,,objects,,objects
1109,printer,printer,66.0,40,7.0,printer,otherprop,Objects,,,printer,4004475.0,n04004475,printer.n.03,39.0,objects,printer,objects
1110,product,product,,40,,,otherprop,,,,,,,,,objects,,objects
1111,product box,prduct box,26.0,29,,box,box,,,,,,,,,objects,,objects
1112,product boxes,product boxes,26.0,29,,box,box,,,,,,,,,objects,,objects
1113,products,products,,40,,,otherprop,,,,,,,,,objects,,objects
1114,projector,projector,90.0,40,7.0,projector,otherprop,Objects,,,,,n04009552,projector.n.02,39.0,objects,projector,objects
1115,projector screen,projector screen,53.0,38,7.0,projector screen,otherstructure,Objects,,,,,,,40.0,misc,projector screen,misc
1116,prop,prop,,40,,,otherprop,,,,,,,,,misc,,misc
1117,pump,pomp,,40,,,otherprop,,,,,,,,,objects,,objects
1118,punchbag,punchbag,,40,,,otherprop,,,,,,,,,objects,,objects
1119,puppet,puppet,99.0,40,,doll,otherprop,,,,,,,,,objects,,objects
1120,purse,purse,181.0,40,7.0,purse,otherprop,Objects,,,,,n02774152,bag.n.04,39.0,objects,purse,objects
1121,rack,rack,50.0,39,6.0,stand,otherfurniture,Furniture,,,,,n04038440,rack.n.05,31.0,shelving,rack,shelving
1122,rack of weights,rack of weights,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,rack of weights,misc
1123,rack with shoes,rack with shoes,614.0,40,,shoe rack,otherprop,,,,,,,,,shelving,,shelving
1124,radiator,radiator,236.0,39,6.0,radiator,otherfurniture,Furniture,,,,,n04041069,radiator.n.02,39.0,objects,radfiator,objects
1125,radio,radio,188.0,40,7.0,radio,otherprop,Objects,radio,,,,,,40.0,misc,radio,misc
1126,rafter,rafter,,40,7.0,,otherprop,Objects,,,,,n04045644,rafter.n.01,29.0,beam,rafter,beam
1127,rag,rag,852.0,40,,rags,otherprop,,,,,,,,,objects,,objects
1128,ragdoll,ragdoll,99.0,40,,doll,otherprop,,,,,,,,,objects,,objects
1129,ragdoll cat,ragdoll cat,99.0,40,,doll,otherprop,,,,,,,,,objects,,objects
1130,rail,ceil,497.0,38,7.0,railing,otherstructure,Objects,,,,,n04047401,railing.n.01,30.0,railing,rail,railing
1131,railing,rail,497.0,38,7.0,railing,otherstructure,Objects,,,,,n04047401,railing.n.01,30.0,railing,railing,railing
1132,rake,rake,,40,,,otherprop,,,,,,,,,objects,,objects
1133,range hood,range hood,380.0,38,7.0,range hood,otherstructure,Objects,range_hood,,,,n04053677,range_hood.n.01,39.0,objects,hood,objects
1134,receipt printer,receipt printer,66.0,40,,printer,otherprop,,,,,,,,,objects,,objects
1135,receipt spike,receipt spike,,40,,,otherprop,,,,,,,,,objects,,objects
1136,recessed cubby,recessed cubby,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,recessed cubby,misc
1137,recessed shelving,recessed shelving,42.0,15,,shelves,shelves,,,,,,,,,shelving,,shelving
1138,recessed wall,recessed wall,21.0,1,12.0,wall,wall,Wall,,,,,,,40.0,misc,recessed wall,misc
1139,recliner,recliner,5.0,5,4.0,chair,chair,Chair,chair,chair,chair,3001627.0,n04062428,recliner.n.01,3.0,chair,recliner,chair
1140,record player,record player,220.0,40,7.0,machine,otherprop,Objects,,,,,n04064401,record_player.n.01,39.0,objects,record player,objects
1141,records,records,,40,,,otherprop,,,,,,,,,objects,,objects
1142,recuperator,recuperator,,40,,,otherprop,,,,,,,,,objects,,objects
1143,recycle bin,recycle bin,307.0,40,7.0,bin,otherprop,Objects,,,,,,,40.0,misc,recycle bin,misc
1144,refrigerator,refrigerator,17.0,24,6.0,refridgerator,refridgerator,Furniture,,,,,n04070727,refrigerator.n.01,37.0,appliances,fridge,appliances
1145,refrigerator cabinet,refrigerator cabinet,3.0,3,6.0,cabinet,cabinet,Furniture,,,cabinet,2933112.0,n02933112,cabinet.n.01,7.0,cabinet,refrigerator cabinet,cabinet
1146,relief,relief,21.0,1,,wall,wall,,,,,,,,,wall,,wall
1147,remote control,remote,175.0,40,,remote control,otherprop,,,,,,,,,objects,,objects
1148,rice cooker,rice cooker,,40,,,otherprop,,,,,,,,,objects,,objects
1149,riser,riser,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,riser,misc
1150,robe,robe,,40,7.0,,otherprop,Objects,,,,,n04097866,robe.n.01,38.0,clothes,robe,clothes
1151,rock,rocks,,40,7.0,,otherprop,Objects,,,,,n09416076,rock.n.01,39.0,objects,rock,objects
1152,rocking chair,rocking chair,5.0,5,4.0,chair,chair,Chair,chair,chair,chair,3001627.0,n04099969,rocking_chair.n.01,3.0,chair,rocking chair,chair
1153,rocking horse,rocking horse,389.0,40,7.0,toy,otherprop,Objects,,,,,n03523633,hobby.n.02,39.0,objects,rocking horse,objects
1154,rod,rod,,40,7.0,,otherprop,Objects,,,,,n04100174,rod.n.01,39.0,objects,rod,objects
1155,rods,rods,,40,,,otherprop,,,,,,,,,objects,,objects
1156,roll,roll,,40,,,otherprop,,,,,,,,,objects,,objects
1157,rolled carpet,rolled carpet,571.0,40,,rolled carpet,otherprop,,,,,,,,,objects,,objects
1158,rolling pin,rolling pin,267.0,40,7.0,utensil,otherprop,Objects,,,,,n04103206,rolling_pin.n.01,39.0,objects,rolling pin,objects
1159,roof,roof,4.0,22,3.0,ceiling,ceiling,Ceiling,,,,,n04105068,roof.n.01,17.0,ceiling,roof,ceiling
1160,roomba,roomba,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,roomba,misc
1161,rope,rope,560.0,40,7.0,rope,otherprop,Objects,,,,,n04108268,rope.n.01,39.0,objects,rope,objects
1162,round chair,round chair,5.0,5,4.0,chair,chair,Chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,3.0,chair,round chair,chair
1163,round cushion,round cushion,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,round cushion,misc
1164,router,router,303.0,40,,router,otherprop,,,,,,,,,objects,,objects
1165,row of theater chairs,row of theater chairs,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,row of theater chairs,misc
1166,rug,rug,130.0,20,7.0,rug,floor mat,Objects,,,,,n04118021,rug.n.01,2.0,floor,rug,floor
1167,ruler,ruler,72.0,40,,ruler,otherprop,,,,,,,,,objects,,objects
1168,safe,safe,26.0,29,7.0,box,box,Objects,,,,,n04125021,safe.n.01,39.0,objects,safe,objects
1169,salt and pepper,salt and pepper,737.0,40,,salt and pepper,otherprop,,,,,,,,,objects,,objects
1170,salt and pepper grinder,salt and pepper grinder,579.0,40,,pepper grinder,otherprop,,,,,,,,,objects,,objects
1171,salver,salver,179.0,40,,tray,otherprop,,,,,,,,,objects,,objects
1172,sandals,sandals,149.0,40,,shoe,otherprop,,,,,,,,,objects,,objects
1173,saturator,saturator,,40,,,otherprop,,,,,,,,,appliances,,appliances
1174,sauna,sauna,,40,,,otherprop,,,,,,,,,appliances,,appliances
1175,sauna bowl,sauna bowl,22.0,40,7.0,bowl,otherprop,Objects,bowl,,bowl,2880940.0,n02880940,bowl.n.03,39.0,objects,sauna bowl,objects
1176,sauna heat rocks,sauna heat rocks,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,sauna heat rocks,misc
1177,sauna heater,sauna heater,111.0,39,6.0,heater,otherfurniture,Furniture,,,,,,,40.0,misc,sauna heater,misc
1178,sauna oven,sauna oven,238.0,40,,oven,otherprop,,,,,,,,,appliances,,appliances
1179,sauna seat,sauna seat,5.0,5,,chair,chair,,,,,,,,,seating,,seating
1180,sauna support,sauna support,,40,,,otherprop,,,,,,,,,misc,,misc
1181,saw,saw,,40,,,otherprop,,,,,,,,,objects,,objects
1182,saxophone,saxophone,,40,,,otherprop,,,,,,,,,objects,,objects
1183,scale,scale,639.0,40,7.0,scale,otherprop,Objects,,,,,n04141975,scale.n.07,39.0,objects,scale,objects
1184,scanner,scanner,537.0,40,,flatbed scanner,otherprop,,,,,,,,,objects,,objects
1185,scarf,scarf,240.0,40,7.0,scarf,otherprop,Objects,,,,,n04143897,scarf.n.01,38.0,clothes,scarf,clothes
1186,schedule,schedule,583.0,40,,calendar,otherprop,,,,,,,,,misc,,misc
1187,sconce,wall sconce,62.0,38,7.0,light,otherstructure,Objects,,,,,n04148703,sconce.n.03,28.0,lighting,sconce,lighting
1188,scoop,scoop,,40,,,otherprop,,,,,,,,,objects,,objects
1189,screen,screen,89.0,16,13.0,curtain,curtain,Window,curtain,,,,n03151077,curtain.n.01,12.0,curtain,screen,curtain
1190,screen frame,screen frame,,40,,,otherprop,,,,,,,,,misc,,misc
1191,screw box,screw box,26.0,29,,box,box,,,,,,,,,objects,,objects
1192,screwdriver,screwdriver,,40,,,otherprop,,,,,,,,,objects,,objects
1193,sculpture,sculpture,294.0,40,7.0,sculpture,otherprop,Objects,,,,,n04157320,sculpture.n.01,39.0,objects,sculpture,objects
1194,seat,seat,524.0,39,6.0,furniture,otherfurniture,Furniture,,,,,n04161981,seat.n.03,34.0,seating,seat,seating
1195,secretary,secretary,36.0,14,,desk,desk,,,,,,,,,misc,,misc
1196,security camera,security camera,212.0,40,7.0,security camera,otherprop,Objects,,,camera,2942699.0,n02942699,camera.n.01,39.0,objects,security camera,objects
1197,security detector,unknown/ probably security detector,,40,,,otherprop,,,,,,,,,misc,,misc
1198,self-closing mechanism,self-closing mechanism,,40,,,otherprop,,,,,,,,,misc,,misc
1199,sensor,sensor,,40,7.0,,otherprop,Objects,,,,,n03180969,detector.n.01,39.0,objects,sensor,objects
1200,separator,separator,,40,7.0,,otherprop,Objects,,,,,n02995998,centrifuge.n.01,39.0,objects,separator,objects
1201,set of armchairs,set of armchairs,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,set of armchairs,misc
1202,set of boxes,set of boxes,26.0,29,,box,box,,,,,,,,,misc,,misc
1203,set of cosmetics,set of cosmetics,,40,,,otherprop,,,,,,,,,objects,,objects
1204,set of hangers,set of hangers,209.0,40,,hangers,otherprop,,,,,,,,,objects,,objects
1205,set of knives,set of knives,259.0,40,,knife,otherprop,,,,,,,,,misc,,misc
1206,set of pictures,set of pictures,64.0,11,,picture,picture,,,,,,,,,picture,,picture
1207,set of towels,set of towels,135.0,27,,towel,towel,,,,,,,,,towel,,towel
1208,set of valves,set of valves,,40,,,otherprop,,,,,,,,,appliances,,appliances
1209,sewing box,sewing box,26.0,29,,box,box,,,,,,,,,appliances,,appliances
1210,sewing machine,sewing machine,890.0,40,7.0,sewing machine,otherprop,Objects,,,,,n04179913,sewing_machine.n.01,37.0,appliances,sewing machine,appliances
1211,sewing set,sewing set,,40,,,otherprop,,,,,,,,,appliances,,appliances
1212,sewing tools,sewing tools,,40,,,otherprop,,,,,,,,,appliances,,appliances
1213,shade,shade,,40,7.0,,otherprop,Objects,,,,,n04181718,shade.n.03,39.0,objects,shade,objects
1214,shade rail,shade rail,,38,,,otherstructure,,,,,,,,,misc,,misc
1215,shades,shades,80.0,13,,blinds,blinds,,,,,,,,,blinds,,blinds
1216,shampoo,shampoo,548.0,40,7.0,cleaner,otherprop,Objects,,,,,n04183516,shampoo.n.01,39.0,objects,shampoo,objects
1217,sheet,sheet,559.0,40,7.0,sheet,otherprop,Objects,,,,,,,40.0,misc,sheet,misc
1218,sheet music,sheet music,461.0,40,,sheet music,otherprop,,,,,,,,,objects,,objects
1219,sheet music stand,sheet music stand,820.0,40,,music stand,otherprop,,,,,,,,,objects,,objects
1220,sheets,sheets,348.0,40,,sheets,otherprop,,,,,,,,,misc,,misc
1221,sheets / clothes,sheets/ clothes,348.0,40,,sheets,otherprop,,,,,,,,,clothes,,clothes
1222,shelf,shelf,42.0,15,6.0,shelves,shelves,Furniture,,,,,n04190052,shelf.n.01,31.0,shelving,paper shelf,shelving
1223,shelf / cabinet,shelf/cabinet,3.0,3,,cabinet,cabinet,,,,,,,,,misc,,misc
1224,shelf clutter,shelf clutter,,40,,,otherprop,,,,,,,,,shelving,,shelving
1225,shelf cubby,shelf cubby,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,shelf cubby,misc
1226,shelf with art,shelf /w art,42.0,15,,shelves,shelves,,,,,,,,,shelving,,shelving
1227,shelf with clutter,shelf /w clutter,42.0,15,,shelves,shelves,,,,,,,,,shelving,,shelving
1228,shelf with cosmetics,shelf with cosmetics,42.0,15,,shelves,shelves,,,,,,,,,shelving,,shelving
1229,shelf with shoes,shelf with shoes,614.0,15,,shoe rack,shelves,,,,,,,,,shelving,,shelving
1230,shelving,shelves,42.0,15,6.0,shelves,shelves,Furniture,,,,,n04190052,shelf.n.01,31.0,shelving,shelves,shelving
1231,ship model,ship model,789.0,40,,model boat,otherprop,,,,,,,,,objects,,objects
1232,ship toy,ship toy,795.0,40,,toy boat,otherprop,,,,,,,,,objects,,objects
1233,shirt,shirt,,40,7.0,,otherprop,Objects,,,,,n04197391,shirt.n.01,38.0,clothes,shirt,clothes
1234,shisha,shisha,,40,,,otherprop,,,,,,,,,appliances,,appliances
1235,shoe,shoes,149.0,40,7.0,shoe,otherprop,Objects,,,,,n04199027,shoe.n.01,39.0,objects,schoe,objects
1236,shoe cabinet,shoe cabinet,614.0,3,,shoe rack,cabinet,,,,,,,,,cabinet,,cabinet
1237,shoe case,shoe case,614.0,15,,shoe rack,shelves,,,,,,,,,cabinet,,cabinet
1238,shoe rack,shoe rack,614.0,15,,shoe rack,shelves,,,,,,,,,shelving,,shelving
1239,shoe shelf,shoe shelf,614.0,15,,shoe rack,shelves,,,,,,,,,shelving,,shelving
1240,shoehorn,shoehorn,,40,,,otherprop,,,,,,,,,objects,,objects
1241,shoes,pair of shoes,149.0,40,,shoe,otherprop,,,,,,,,,objects,,objects
1242,shoes on shelf,shoes on shelf,149.0,40,,shoe,otherprop,,,,,,,,,shelving,,shelving
1243,shoes rack,shoes rack,614.0,15,,shoe rack,shelves,,,,,,,,,shelving,,shelving
1244,shop shelf,shop shelf,42.0,15,,shelves,shelves,,,,,,,,,shelving,,shelving
1245,shoulder bag,shoulder bag,55.0,37,,bag,bag,,,,,,,,,objects,,objects
1246,shovel,shovel,607.0,40,7.0,shovel,otherprop,Objects,,,,,,,40.0,misc,shovel,misc
1247,shower,shower,,38,7.0,,otherstructure,Objects,,,,,n04208936,shower.n.01,23.0,shower,shower,shower
1248,shower bar,shower bar,51.0,38,7.0,bar,otherstructure,Objects,,,,,,,40.0,misc,shower bar,misc
1249,shower base,shower base,667.0,38,,shower base,otherstructure,,,,,,,,,shower,,shower
1250,shower battery,shower battery,,40,,,otherprop,,,,,,,,,misc,,misc
1251,shower bench,shower bench,204.0,39,6.0,bench,otherfurniture,Furniture,bench,,bench,2828884.0,n02828884,bench.n.01,34.0,seating,shower bench,seating
1252,shower cabin,shower cabin,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,shower cabin,misc
1253,shower cabinet,shower cabinet,3.0,3,,cabinet,cabinet,,,,,,,,,cabinet,,cabinet
1254,shower caddy,shower caddy for soap etc.,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,shower caddy,misc
1255,shower case,shower case,851.0,40,7.0,case,otherprop,Objects,,,,,,,40.0,misc,shower case,misc
1256,shower ceiling,shower ceiling,4.0,22,3.0,ceiling,ceiling,Ceiling,,,,,n04208936,shower.n.01,23.0,shower,shower ceiling,shower
1257,shower ceiling lamp,shower ceiling lamp,144.0,35,,lamp,lamp,,,,,,,,,lighting,,lighting
1258,shower cockpit,shower cockpit,667.0,38,,shower base,otherstructure,,,,,,,,,shower,,shower
1259,shower cosmetics,shower cosmetics,,40,,,otherprop,,,,,,,,,objects,,objects
1260,shower curtain,shower curtain,123.0,28,7.0,shower curtain,shower curtain,Objects,curtain,,,,n04209239,shower_curtain.n.01,12.0,curtain,shower curtain,curtain
1261,shower curtain bar,shower curtain bar,51.0,38,7.0,bar,otherstructure,Objects,,,,,,,40.0,misc,shower curtain bar,misc
1262,shower curtain rod,shower curtain rod,,40,7.0,,otherprop,Objects,,,,,n04100174,rod.n.01,12.0,curtain,shower curtain rod,curtain
1263,shower dial,shower dial,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,shower dial,misc
1264,shower door,shower door,28.0,8,12.0,door,door,Wall,door,,,,n04208936,shower.n.01,23.0,shower,shower door,shower
1265,shower door frame,shower door frame,,40,7.0,,otherprop,Objects,,,,,n04208936,shower.n.01,23.0,shower,shower door frame,shower
1266,shower door knob,shower door knob,27.0,40,,door knob,otherprop,,,,,,,,,misc,,misc
1267,shower floor,shower floor,11.0,2,5.0,floor,floor,Floor,,,,,n04208936,shower.n.01,23.0,shower,shower  floor,shower
1268,shower frame,shower frame,667.0,38,,shower base,otherstructure,,,,,,,,,shower,,shower
1269,shower glass,shower glass,612.0,38,7.0,glass,otherstructure,Objects,,,,,,,40.0,misc,shower glass,misc
1270,shower grab bar,shower grab bar,51.0,38,7.0,bar,otherstructure,Objects,,,,,,,40.0,misc,shower grab bar,misc
1271,shower handle,shower handle,758.0,40,7.0,handle,otherprop,Objects,,,,,,,40.0,misc,shower handle,misc
1272,shower handrail,shower handrail,,38,,,otherstructure,,,,,,,,,railing,,railing
1273,shower hanger,shower hanger,211.0,40,,hanger,otherprop,,,,,,,,,misc,,misc
1274,shower hose,shower hoses,669.0,40,7.0,shower hose,otherprop,Objects,,,,,,,40.0,misc,shower hose,misc
1275,shower hose/head,shower hose/head,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,shower hose/head,misc
1276,shower knob,shower knob,651.0,40,7.0,shower knob,otherprop,Objects,,,,,,,40.0,misc,shower  knob,misc
1277,shower mat,shower mat,143.0,20,5.0,floor mat,floor mat,Floor,,,,,n03727837,mat.n.01,2.0,floor,shower mat,floor
1278,shower mirror,shower mirror,122.0,19,,mirror,mirror,,,,,,,,,mirror,,mirror
1279,shower pipe,shower pipe,664.0,40,7.0,shower pipe,otherprop,Objects,,,,,,,40.0,misc,shower pipe,misc
1280,shower rail,shower rail,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,shower rail,misc
1281,shower rod,shower rod,,40,7.0,,otherprop,Objects,,,,,n04100174,rod.n.01,12.0,curtain,shower rod,curtain
1282,shower seat,shower seat,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,shower seat,misc
1283,shower shelf,shower shelf,,39,,,otherfurniture,,,,,,,,,shelving,,shelving
1284,shower soap shelf,shower soap shelf,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,shower soap shelf,misc
