Category Tag,# of Scenes,# of Regions,Regions per Scene,# of Instances,Mean Instances per Scene,Mean Instances per Region,GT Name (if specified),Bathroom,Bedroom,Dining room,Garage,Hall/stairwell,Kitchen,Laundry room,Living room,Office,Rec room,Unknown room
pencil case,1,1,1.0,1,1.0,1.0,,12,0,0,0,0,0,0,1,2,0,46
pencil holder,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,23
pendant,1,1,1.0,1,1.0,1.0,,0,3,0,0,0,0,0,0,0,0,27
perfume,10,11,1.1,15,1.5,1.3636363636363635,,45,10,0,0,0,0,1,2,6,0,217
pet bed,2,4,2.0,6,3.0,1.5,,0,0,0,0,0,5,0,4,0,0,89
pet bowl,3,3,1.0,4,1.3333333333333333,1.3333333333333333,,0,0,0,0,0,11,0,2,0,0,67
phone,5,6,1.2,6,1.2,1.0,,0,1,0,0,0,4,0,6,6,0,223
photo,31,79,2.5483870967741935,331,10.67741935483871,4.189873417721519,,21,91,2,0,15,31,0,32,30,4,2079
photo mount,8,37,4.625,138,17.25,3.72972972972973,,3,39,5,0,5,15,3,15,11,1,865
photo mounts,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,1,1,0,33
photo stand,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,4,0,50
photos,1,1,1.0,2,2.0,2.0,,0,2,0,0,0,0,0,0,1,0,37
piano,21,23,1.0952380952380953,23,1.0952380952380953,1.0,,0,6,0,0,2,0,0,17,8,0,699
piano bench,5,5,1.0,5,1.0,1.0,,0,0,0,0,0,0,0,5,3,0,160
piano stool,8,8,1.0,9,1.125,1.125,,0,1,0,0,1,0,0,7,3,0,200
picture,180,1113,6.183333333333334,4471,24.83888888888889,4.017070979335131,,887,774,53,8,164,652,42,358,379,31,23336
picture frame,23,36,1.565217391304348,86,3.739130434782609,2.388888888888889,,19,30,2,1,13,14,2,9,20,0,931
pictures,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,23
pile of magazines,13,19,1.4615384615384615,44,3.3846153846153846,2.3157894736842106,,8,7,0,0,4,4,0,23,18,5,630
pillar,38,61,1.605263157894737,143,3.763157894736842,2.3442622950819674,,37,11,2,2,20,36,4,36,19,6,1480
pillow,188,824,4.382978723404255,3841,20.430851063829788,4.661407766990291,,103,1098,57,3,81,279,9,445,249,28,18280
pillow seat,1,1,1.0,1,1.0,1.0,,8,2,0,0,0,0,0,0,0,0,33
ping pong table,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,1,1,24
pipe,65,128,1.9692307692307693,449,6.907692307692308,3.5078125,,60,24,6,38,33,71,28,19,16,12,3200
pitcher,5,5,1.0,8,1.6,1.6,,0,0,2,0,0,29,0,0,0,0,139
pitchfork,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,24
place mat,2,3,1.5,15,7.5,5.0,,0,0,0,0,0,10,0,2,0,0,84
plane,1,1,1.0,2,2.0,2.0,,1,1,0,0,0,0,0,2,0,0,27
plank,4,4,1.0,5,1.25,1.25,,0,0,0,3,1,0,0,0,1,2,97
planner,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,4,0,27
plant,91,332,3.6483516483516483,750,8.241758241758241,2.2590361445783134,,262,138,10,2,41,261,8,159,84,6,7483
plant ornament,3,3,1.0,3,1.0,1.0,,0,4,0,0,0,0,0,1,1,0,58
plastic bag,1,1,1.0,2,2.0,2.0,,1,0,0,0,2,1,1,0,0,0,59
plate,64,88,1.375,235,3.671875,2.6704545454545454,,4,27,16,3,6,198,10,57,21,1,2534
plate of food,9,11,1.2222222222222223,21,2.3333333333333335,1.9090909090909092,,0,1,0,0,1,36,2,5,0,0,294
plates,6,6,1.0,11,1.8333333333333333,1.8333333333333333,,7,0,0,0,0,11,0,1,3,0,177
platform,12,14,1.1666666666666667,22,1.8333333333333333,1.5714285714285714,,14,2,4,0,11,15,0,9,0,0,399
platter,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,35
playpen,1,1,1.0,1,1.0,1.0,,0,3,0,0,0,0,0,0,0,0,26
plenum box,1,1,1.0,2,2.0,2.0,,1,0,0,0,0,0,0,0,0,0,47
pliers,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,1,0,0,0,0,56
plug,2,3,1.5,6,3.0,2.0,,1,3,0,0,0,0,0,1,0,0,93
plumbing,5,5,1.0,10,2.0,2.0,,17,1,0,2,4,2,4,0,1,0,205
plunger,12,13,1.0833333333333333,13,1.0833333333333333,1.0,,60,0,0,0,2,1,2,0,0,0,252
plush toy,37,51,1.3783783783783783,132,3.5675675675675675,2.588235294117647,,0,100,2,1,1,3,0,9,44,6,1222
podium,2,3,1.5,4,2.0,1.3333333333333333,,0,0,2,0,1,0,0,2,0,0,55
pole,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,2,0,0,0,28
poles,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,41
pool,2,2,1.0,2,1.0,1.0,,0,0,0,4,0,0,0,0,0,0,32
pool stick,4,4,1.0,9,2.25,2.25,rec room,0,0,0,0,0,0,0,2,1,9,91
pool table,8,8,1.0,8,1.0,1.0,rec room,0,1,0,0,2,1,0,6,2,16,192
porcelain,2,3,1.5,24,12.0,8.0,,0,1,0,0,1,0,0,3,0,0,93
portrait,1,1,1.0,6,6.0,6.0,,0,1,0,0,0,0,0,0,0,0,27
post,2,2,1.0,3,1.5,1.5,,0,0,0,0,0,0,0,3,1,0,56
poster,15,26,1.7333333333333334,53,3.533333333333333,2.0384615384615383,,0,15,1,0,0,11,0,11,9,3,776
pot,55,93,1.690909090909091,177,3.2181818181818183,1.903225806451613,,12,28,9,10,7,168,9,34,18,2,2657
pot lid,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,4,0,0,0,0,64
potty,1,1,1.0,1,1.0,1.0,,0,0,1,0,0,8,0,0,0,0,31
pouches,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,2,0,0,44
pouffe,52,71,1.3653846153846154,86,1.6538461538461537,1.2112676056338028,,6,42,4,0,9,42,1,63,23,2,1817
powder soap,1,1,1.0,1,1.0,1.0,,11,0,0,0,0,0,0,0,0,0,25
power breaker box,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,18
power cord,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,1,0,0,0,11
power strip,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,1,0,0,1,0,25
press,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,5,0,0,0,0,21
pressure washer,1,1,1.0,1,1.0,1.0,,0,0,0,3,1,0,0,0,0,0,49
price tag,1,2,2.0,50,50.0,25.0,,0,0,0,0,0,0,0,0,1,0,116
printer,73,86,1.178082191780822,102,1.3972602739726028,1.186046511627907,,14,39,0,0,2,14,0,31,190,10,2299
product,2,3,1.5,300,150.0,100.0,,0,0,0,0,0,0,0,0,2,0,161
product box,1,1,1.0,18,18.0,18.0,,0,0,0,0,0,0,0,0,1,0,87
product boxes,1,1,1.0,5,5.0,5.0,,0,0,0,0,0,0,0,0,1,0,87
products,1,1,1.0,24,24.0,24.0,,0,0,0,0,0,0,0,0,1,0,87
projector,6,7,1.1666666666666667,7,1.1666666666666667,1.0,,0,0,0,4,0,2,1,4,2,0,241
projector screen,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,17
prop,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,1,0,0,24
pump,2,2,1.0,2,1.0,1.0,,1,0,0,0,2,1,3,0,0,0,87
punchbag,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,0,0,0,1,22
puppet,2,3,1.5,3,1.5,1.0,,0,3,0,0,1,1,0,4,1,0,85
purse,5,5,1.0,6,1.2,1.2,,0,4,0,0,0,0,0,0,4,0,156
rack,84,179,2.130952380952381,284,3.380952380952381,1.5865921787709498,,77,87,5,20,23,80,15,43,98,12,4294
rack of weights,1,1,1.0,3,3.0,3.0,rec room,0,0,0,0,0,0,0,0,0,3,31
rack with shoes,1,1,1.0,2,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,19
radiator,46,280,6.086956521739131,352,7.6521739130434785,1.2571428571428571,,366,220,14,0,38,133,15,83,71,11,5714
radio,32,43,1.34375,45,1.40625,1.0465116279069768,,12,43,5,0,5,83,0,16,24,3,1219
rafter,1,9,9.0,37,37.0,4.111111111111111,,23,10,0,0,2,0,0,0,0,0,149
rag,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,6,0,0,0,0,32
ragdoll,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,4,0,0,0,0,64
ragdoll cat,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,4,0,0,0,0,64
rail,15,18,1.2,25,1.6666666666666667,1.3888888888888888,,11,5,1,0,6,8,1,10,5,1,363
railing,34,46,1.3529411764705883,87,2.5588235294117645,1.891304347826087,,18,14,0,9,31,4,2,10,6,2,838
rake,2,2,1.0,3,1.5,1.5,,0,0,0,6,2,0,1,0,0,0,69
range hood,37,38,1.027027027027027,38,1.027027027027027,1.0,,0,0,7,0,2,230,1,15,5,1,987
receipt printer,1,2,2.0,2,2.0,1.0,,0,0,0,0,0,3,0,0,0,0,87
receipt spike,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,3,0,0,0,0,40
recessed cubby,4,8,2.0,11,2.75,1.375,,34,0,0,0,0,8,1,1,0,0,121
recessed shelving,1,1,1.0,2,2.0,2.0,,0,3,0,0,0,0,0,0,0,0,27
recessed wall,11,17,1.5454545454545454,19,1.7272727272727273,1.1176470588235294,,7,0,0,0,8,2,1,9,0,0,320
recliner,1,1,1.0,1,1.0,1.0,living room,0,0,0,0,0,0,0,3,0,0,24
record player,9,10,1.1111111111111112,13,1.4444444444444444,1.3,,0,12,0,0,0,1,0,4,1,0,238
records,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,4,0,50
recuperator,2,2,1.0,2,1.0,1.0,,1,0,0,0,0,0,1,0,0,0,64
recycle bin,11,18,1.6363636363636365,20,1.8181818181818181,1.1111111111111112,,68,5,1,6,2,30,1,2,7,0,503
refrigerator,141,173,1.2269503546099292,188,1.3333333333333333,1.0867052023121386,kitchen,10,17,39,14,28,884,29,56,20,5,4543
refrigerator cabinet,18,18,1.0,21,1.1666666666666667,1.1666666666666667,kitchen,0,1,8,0,0,153,0,9,2,0,586
relief,1,1,1.0,4,4.0,4.0,,0,0,0,0,0,0,0,0,2,0,30
remote control,30,46,1.5333333333333334,74,2.466666666666667,1.608695652173913,living room,4,37,0,0,1,25,0,79,14,9,1274
rice cooker,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,9,0,0,0,0,45
riser,1,1,1.0,1,1.0,1.0,,0,0,0,4,0,0,0,0,0,0,29
robe,6,9,1.5,16,2.6666666666666665,1.7777777777777777,,21,4,0,0,0,0,0,2,7,0,202
rock,3,3,1.0,3,1.0,1.0,,0,2,0,0,0,0,0,0,0,0,36
rocking chair,15,18,1.2,20,1.3333333333333333,1.1111111111111112,,0,17,0,0,7,4,0,10,5,1,539
rocking horse,3,3,1.0,3,1.0,1.0,,0,3,0,0,1,0,0,0,5,2,81
rod,9,10,1.1111111111111112,11,1.2222222222222223,1.1,,2,9,0,1,0,1,4,0,0,0,224
rods,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,41
roll,2,3,1.5,3,1.5,1.0,,0,0,0,0,1,1,0,0,0,0,96
rolled carpet,2,2,1.0,2,1.0,1.0,,0,1,0,1,0,1,0,3,0,0,82
rolling pin,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,6,1,0,0,0,33
roof,15,19,1.2666666666666666,32,2.1333333333333333,1.6842105263157894,,3,3,0,0,8,2,0,7,0,0,324
roomba,2,2,1.0,2,1.0,1.0,,0,0,2,0,3,0,0,2,0,0,44
rope,9,12,1.3333333333333333,14,1.5555555555555556,1.1666666666666667,,2,2,0,8,4,3,2,3,3,2,367
round chair,2,2,1.0,2,1.0,1.0,,0,2,0,0,0,0,1,0,3,0,47
round cushion,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,3,1,0,55
router,2,2,1.0,2,1.0,1.0,,1,5,0,0,0,0,0,0,0,0,71
row of theater chairs,1,1,1.0,1,1.0,1.0,,0,0,0,0,2,0,0,0,0,0,25
rug,129,436,3.37984496124031,589,4.565891472868217,1.3509174311926606,,542,216,37,16,58,274,19,217,98,10,9727
ruler,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,56
safe,6,6,1.0,6,1.0,1.0,,0,2,0,0,2,1,0,0,4,0,114
salt and pepper,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,11,0,2,0,0,73
salt and pepper grinder,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,5,0,0,0,0,14
salver,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,2,0,0,0,0,41
sandals,1,2,2.0,3,3.0,1.5,,9,2,0,0,0,0,0,0,0,0,51
saturator,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,3,0,0,0,0,40
sauna,1,1,1.0,1,1.0,1.0,,4,0,0,0,0,0,0,0,0,0,23
sauna bowl,2,2,1.0,5,2.5,2.5,,0,0,0,0,0,0,0,0,0,0,18
sauna heat rocks,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,7
sauna heater,4,4,1.0,4,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,36
sauna oven,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,13
sauna seat,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,13
sauna support,1,1,1.0,4,4.0,4.0,,0,0,0,0,0,0,0,0,0,0,13
saw,3,3,1.0,6,2.0,2.0,,0,0,0,3,2,0,0,0,1,0,110
saxophone,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,0,0,1,0,87
scale,26,30,1.1538461538461537,30,1.1538461538461537,1.0,,147,5,1,0,0,27,0,5,5,0,743
scanner,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,5,1,45
scarf,6,6,1.0,6,1.0,1.0,,0,6,0,0,0,0,0,0,6,0,125
schedule,1,2,2.0,3,3.0,1.5,,0,6,0,0,0,0,0,0,2,0,54
sconce,4,8,2.0,18,4.5,2.25,,8,10,2,0,2,0,0,2,1,0,168
scoop,3,4,1.3333333333333333,4,1.3333333333333333,1.0,,0,0,0,4,4,4,2,0,1,0,212
screen,18,21,1.1666666666666667,25,1.3888888888888888,1.1904761904761905,,3,9,1,0,5,2,0,5,37,6,486
screen frame,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,0,0,26
screw box,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,23
screwdriver,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,1,0,0,0,0,56
sculpture,26,36,1.3846153846153846,65,2.5,1.8055555555555556,,7,29,5,0,6,26,1,20,19,1,897
seat,20,27,1.35,66,3.3,2.4444444444444446,,6,15,0,0,2,6,1,7,7,3,599
secretary,1,1,1.0,1,1.0,1.0,,0,3,0,0,0,0,0,0,1,0,26
security camera,5,13,2.6,15,3.0,1.1538461538461537,,0,2,0,0,1,6,0,4,6,0,348
security detector,1,1,1.0,1,1.0,1.0,,0,1,0,0,1,0,0,1,0,0,36
self-closing mechanism,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,2,0,0,0,0,17
sensor,29,94,3.2413793103448274,138,4.758620689655173,1.4680851063829787,,19,76,2,0,30,39,4,27,23,3,1740
separator,1,3,3.0,11,11.0,3.6666666666666665,,0,0,0,0,0,2,0,1,2,0,89
set of armchairs,2,2,1.0,3,1.5,1.5,,0,0,0,0,0,8,0,0,0,0,33
set of boxes,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,3,1,0,1,0,36
set of cosmetics,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,24
set of hangers,2,3,1.5,4,2.0,1.3333333333333333,,0,1,0,0,0,0,1,0,0,0,60
set of knives,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,3,0,0,0,0,28
set of pictures,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,7
set of towels,1,1,1.0,2,2.0,2.0,,9,0,0,0,0,0,0,0,0,0,15
set of valves,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,1,1,0,0,0,19
sewing box,1,1,1.0,1,1.0,1.0,,0,3,0,0,0,0,0,0,0,0,12
sewing machine,7,7,1.0,8,1.1428571428571428,1.1428571428571428,,0,0,0,1,2,0,2,4,7,1,201
sewing set,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,1,0,22
sewing tools,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,1,0,22
shade,7,16,2.2857142857142856,44,6.285714285714286,2.75,,14,6,2,0,4,5,0,7,4,2,441
shade rail,1,4,4.0,4,4.0,1.0,,0,3,0,0,0,4,0,2,2,0,134
shades,3,6,2.0,8,2.6666666666666665,1.3333333333333333,,0,8,0,0,0,1,0,1,0,0,131
shampoo,24,28,1.1666666666666667,85,3.5416666666666665,3.0357142857142856,,181,2,0,0,0,0,0,0,1,0,489
sheet,9,9,1.0,22,2.4444444444444446,2.4444444444444446,,13,7,0,0,0,3,0,2,9,3,301
sheet music,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,29
sheet music stand,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,2,0,2,0,1,52
sheets,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,1,0,0,0,0,18
sheets / clothes,1,1,1.0,8,8.0,8.0,,0,1,0,0,0,0,0,0,0,0,13
shelf,186,626,3.3655913978494625,1408,7.56989247311828,2.2492012779552715,,742,267,38,31,77,413,66,174,174,24,14060
shelf / cabinet,5,5,1.0,7,1.4,1.4,,0,0,0,0,0,8,1,2,2,0,110
shelf clutter,6,6,1.0,6,1.0,1.0,,0,3,2,2,0,0,3,2,6,0,170
shelf cubby,7,8,1.1428571428571428,9,1.2857142857142858,1.125,,5,1,1,6,1,4,2,5,0,0,163
shelf with art,4,4,1.0,5,1.25,1.25,,0,1,2,0,4,7,0,4,0,0,117
shelf with clutter,12,16,1.3333333333333333,66,5.5,4.125,,11,12,0,7,4,11,2,0,17,2,471
shelf with cosmetics,1,2,2.0,3,3.0,1.5,,0,0,0,0,0,0,0,0,2,0,75
shelf with shoes,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,11
shelving,41,91,2.2195121951219514,149,3.6341463414634148,1.6373626373626373,,18,39,0,8,9,42,13,35,26,8,2479
ship model,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,2,0,0,38
ship toy,1,1,1.0,1,1.0,1.0,,6,0,0,0,0,0,0,0,0,0,19
shirt,3,3,1.0,13,4.333333333333333,4.333333333333333,,0,2,0,4,0,1,1,1,2,0,101
shisha,1,1,1.0,6,6.0,6.0,,0,0,0,0,0,3,0,0,0,0,40
shoe,70,121,1.7285714285714286,761,10.871428571428572,6.289256198347108,,7,74,2,22,28,18,13,22,27,5,2971
shoe cabinet,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,13
shoe case,1,1,1.0,21,21.0,21.0,,0,1,0,0,0,0,0,0,0,0,23
shoe rack,5,7,1.4,9,1.8,1.2857142857142858,,1,11,0,0,1,0,0,1,1,0,169
shoe shelf,2,2,1.0,2,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,50
shoehorn,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,19
shoes,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,2,0,0,0,25
shoes on shelf,1,1,1.0,2,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,19
shoes rack,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,1,0,32
shop shelf,1,1,1.0,6,6.0,6.0,,0,0,0,0,0,0,0,0,1,0,87
shoulder bag,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,1,0,2,33
shovel,11,12,1.0909090909090908,19,1.7272727272727273,1.5833333333333333,,1,1,0,24,6,3,6,0,0,1,355
shower,20,34,1.7,38,1.9,1.1176470588235294,bathroom,195,0,0,0,0,0,0,0,0,0,502
shower bar,20,32,1.6,35,1.75,1.09375,bathroom,240,10,0,0,0,0,0,1,3,0,636
shower base,2,4,2.0,4,2.0,1.0,bathroom,24,0,0,0,0,0,0,0,0,0,54
shower battery,3,7,2.3333333333333335,8,2.6666666666666665,1.1428571428571428,bathroom,35,6,0,0,0,0,0,0,0,0,141
shower bench,11,15,1.3636363636363635,21,1.9090909090909092,1.4,bathroom,134,5,0,0,0,1,0,0,2,0,268
shower cabin,70,105,1.5,106,1.5142857142857142,1.0095238095238095,bathroom,622,9,0,0,0,1,3,1,5,0,1801
shower cabinet,2,2,1.0,2,1.0,1.0,bathroom,13,0,0,0,0,0,0,0,0,0,28
shower caddy,10,12,1.2,16,1.6,1.3333333333333333,bathroom,114,1,0,0,0,0,0,0,0,0,232
shower case,1,1,1.0,1,1.0,1.0,bathroom,13,0,0,0,0,0,0,0,0,0,16
shower ceiling,18,28,1.5555555555555556,32,1.7777777777777777,1.1428571428571428,bathroom,226,2,0,0,0,0,0,0,0,0,413
shower ceiling lamp,1,1,1.0,1,1.0,1.0,bathroom,9,0,0,0,0,0,0,0,0,0,2
shower cockpit,3,7,2.3333333333333335,7,2.3333333333333335,1.0,bathroom,56,1,0,0,0,0,0,0,0,0,143
shower cosmetics,1,1,1.0,1,1.0,1.0,bathroom,9,0,0,0,0,0,0,0,0,0,2
shower curtain,78,105,1.3461538461538463,106,1.358974358974359,1.0095238095238095,bathroom,681,2,0,0,0,0,2,0,5,0,1647
shower curtain bar,8,8,1.0,8,1.0,1.0,bathroom,79,0,0,0,0,0,0,0,0,0,133
shower curtain rod,15,19,1.2666666666666666,19,1.2666666666666666,1.0,bathroom,158,0,0,0,2,0,1,1,2,0,284
shower dial,38,58,1.5263157894736843,75,1.9736842105263157,1.293103448275862,bathroom,470,10,0,0,0,0,1,0,1,0,962
shower door,13,15,1.1538461538461537,15,1.1538461538461537,1.0,bathroom,109,1,0,0,0,0,0,0,0,0,235
shower door frame,27,33,1.2222222222222223,39,1.4444444444444444,1.1818181818181819,bathroom,279,6,0,0,0,0,0,0,1,0,517
shower door knob,1,1,1.0,1,1.0,1.0,bathroom,9,0,0,0,0,0,0,0,0,0,23
shower floor,83,127,1.5301204819277108,143,1.7228915662650603,1.125984251968504,bathroom,962,16,0,0,3,1,0,2,6,0,2110
shower frame,3,4,1.3333333333333333,4,1.3333333333333333,1.0,bathroom,20,0,0,0,0,0,0,0,0,0,54
shower glass,5,5,1.0,7,1.4,1.4,bathroom,45,1,0,0,0,0,0,0,0,0,83
shower grab bar,1,1,1.0,1,1.0,1.0,bathroom,10,0,0,0,0,0,0,0,0,0,21
shower handle,14,19,1.3571428571428572,25,1.7857142857142858,1.3157894736842106,bathroom,147,0,0,0,0,0,0,0,0,0,325
shower handrail,1,1,1.0,1,1.0,1.0,bathroom,7,0,0,0,0,0,0,0,0,0,14
shower hanger,1,1,1.0,1,1.0,1.0,bathroom,11,0,0,0,0,0,0,0,0,0,12
shower hose,24,33,1.375,36,1.5,1.0909090909090908,bathroom,296,9,0,0,0,1,0,1,3,0,633
shower hose/head,29,41,1.4137931034482758,42,1.4482758620689655,1.024390243902439,bathroom,310,1,0,0,0,0,0,0,1,0,686
shower knob,32,46,1.4375,49,1.53125,1.065217391304348,bathroom,369,2,0,0,0,1,2,0,0,0,780
shower mat,5,5,1.0,6,1.2,1.2,bathroom,44,0,0,0,0,0,0,0,0,0,91
shower mirror,1,1,1.0,1,1.0,1.0,bathroom,12,0,0,0,0,0,0,0,0,0,21
shower pipe,7,9,1.2857142857142858,9,1.2857142857142858,1.0,bathroom,67,0,0,0,0,0,0,0,0,0,125
shower rail,21,22,1.0476190476190477,27,1.2857142857142858,1.2272727272727273,bathroom,194,2,0,0,0,0,1,0,0,0,382
shower rod,11,13,1.1818181818181819,14,1.2727272727272727,1.0769230769230769,bathroom,102,0,0,0,2,1,0,1,2,0,235
shower seat,10,10,1.0,10,1.0,1.0,bathroom,80,0,0,0,0,0,0,0,0,0,141
shower shelf,9,12,1.3333333333333333,22,2.4444444444444446,1.8333333333333333,bathroom,115,8,0,0,0,1,0,1,4,0,282
shower soap shelf,24,27,1.125,33,1.375,1.2222222222222223,bathroom,208,2,0,0,2,0,0,1,2,0,450
shower stall,7,7,1.0,7,1.0,1.0,bathroom,61,1,0,0,0,0,0,0,0,0,138
shower step,3,4,1.3333333333333333,4,1.3333333333333333,1.0,bathroom,35,2,0,0,0,0,0,0,0,0,83
shower tap,34,38,1.1176470588235294,43,1.2647058823529411,1.131578947368421,bathroom,324,0,0,0,0,0,1,0,0,0,584
shower tray,6,7,1.1666666666666667,7,1.1666666666666667,1.0,bathroom,46,0,0,0,0,0,0,0,0,0,114
shower tub,15,19,1.2666666666666666,19,1.2666666666666666,1.0,bathroom,114,0,0,0,0,0,2,0,0,0,271
shower utensil,1,1,1.0,2,2.0,2.0,bathroom,12,0,0,0,0,0,0,0,0,0,38
shower valve,7,7,1.0,10,1.4285714285714286,1.4285714285714286,bathroom,66,0,0,0,0,0,0,0,0,0,116
shower wall,87,136,1.5632183908045978,461,5.2988505747126435,3.389705882352941,bathroom,1040,10,0,0,3,1,1,2,6,0,2213
shower wall cubby,9,11,1.2222222222222223,13,1.4444444444444444,1.1818181818181819,bathroom,98,0,0,0,0,0,0,0,0,0,214
shower window frame,1,1,1.0,1,1.0,1.0,bathroom,12,0,0,0,0,0,0,0,0,0,21
shower-bath cabinet,12,14,1.1666666666666667,14,1.1666666666666667,1.0,bathroom,87,1,0,0,0,0,1,0,0,0,195
showerhead,47,74,1.574468085106383,83,1.7659574468085106,1.1216216216216217,bathroom,590,16,0,0,0,2,2,2,3,0,1263
shredder,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,1,0,26
shutter,9,17,1.8888888888888888,29,3.2222222222222223,1.7058823529411764,,23,22,1,0,0,9,0,7,5,0,403
shutters,4,9,2.25,13,3.25,1.4444444444444444,,0,5,0,0,0,1,1,5,3,0,234
side table,40,83,2.075,126,3.15,1.5180722891566265,,3,55,10,0,10,35,2,64,23,0,1935
sideboard,9,11,1.2222222222222223,12,1.3333333333333333,1.0909090909090908,,4,4,2,0,0,20,0,15,1,0,323
sign,24,60,2.5,115,4.791666666666667,1.9166666666666667,,52,19,0,0,11,27,0,16,21,2,1625
silicone gun,1,1,1.0,1,1.0,1.0,,0,0,0,4,1,0,0,0,0,0,36
silicone tube,1,1,1.0,6,6.0,6.0,,0,0,0,0,1,0,1,0,0,0,67
sink,200,625,3.125,739,3.695,1.1824,,1861,39,52,4,42,1201,55,99,26,5,12385
sink cabinet,60,111,1.85,119,1.9833333333333334,1.072072072072072,,348,8,4,4,2,73,10,9,2,0,1846
sink pipe,5,7,1.4,7,1.4,1.0,,41,0,0,0,0,0,2,0,0,0,113
sink table,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,2,0,0,0,0,24
sink tap,1,1,1.0,1,1.0,1.0,,7,0,0,0,0,0,0,0,0,0,16
sink/basin,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,3,1,0,0,0,25
sitting bench,3,5,1.6666666666666667,7,2.3333333333333335,1.4,,0,0,0,0,1,2,0,10,0,0,187
skateboard,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,0,0,1,0,0,72
