Scene,Region,# of Tags,Relevant Tags in Region (Excluding : window;ceiling;floor;door;unknown;wall;window frame)
00043-Jfyvj3xn2aJ,14,24,laundry basket;box;bathroom cabinet;mirror;coat hanger;hanging clothes;sink;wall soap shelf;faucet;dishrag;bucket;toilet cleaner;bathroom shelf;book;cleaning clutter;toilet;board;washing machine;toilet brush;plunger
00043-Jfyvj3xn2aJ,15,25,ceiling lamp;bathroom towel;curtain rod;curtain;mirror;sink;sink pipe;faucet;soap dispenser;bathroom cabinet;toilet brush holder;toilet paper dispenser;toilet paper;pipe;toilet;bathroom shelf;shower tap;shower cabin;radiator;shower tray;hook
00043-Jfyvj3xn2aJ,16,22,fuse box;painting;radiator;stairs railing;staircase trim;carpet roll;cabinet;shoe;locker;bag;bowl;floor mat;stairs;ceiling under stairs;hanging clothes;wall hanging decoration;ceiling lamp
00043-Jfyvj3xn2aJ,17,26,parapet;calendar;dishrag;mortar;decoration;range hood;cooker;paper towel;bottle;spice rack;sink;knife;knife holder;jar;kitchen appliance;coffee machine;bag;soap dish cubby;kitchen cabinet;kitchen top;oven;ceiling lamp
00043-Jfyvj3xn2aJ,18,16,sliding door;cabinet;dresser;picture;parapet;curtain valence;curtain rod;dining chair;dining table;rug;ceiling lamp
00043-Jfyvj3xn2aJ,19,24,side table;plant;l-shaped sofa;pillow;blanket;wall clock;rug;coffee table;ceiling lamp;curtain;curtain rod;speaker;box;bookshelf;cabinet;furnace;tv;tv stand;appliance;bottle
00055-HxmXPBbFCkH,1,26,armchair;led tv;tv stand;ladder;refrigerator;ceiling lamp;rack;heater;box;door frame;bed;desk;office chair;blanket;towel;book;alarm clock;hat;toy;pillow
00055-HxmXPBbFCkH,2,7,door frame;stairs railing;ceiling lamp;stairs
00055-HxmXPBbFCkH,3,21,lamp;toy;wardrobe;cuddly toy;door frame;bed;chair;table;plush toy;book;rack;ironing board;backpack;box;cabinet
00055-HxmXPBbFCkH,4,21,lamp;heater;armchair;table;wardrobe;rack;tv;office chair;paper storage;bed;cabinet;stairs;clothes;box;door frame
00055-HxmXPBbFCkH,5,10,rack;binder;lamp;toilet paper;door frame
00055-HxmXPBbFCkH,6,18,lamp;cabinet;bin;step stool;heater;sink;mirror;bathtub;door frame;shower;shower soap shelf;shower tap;tap;bottle of soap
00055-HxmXPBbFCkH,7,17,lamp;bedroom ceiling;bed;dresser;cabinet;heater;wardrobe;rack;box;book;mirror;door frame
00055-HxmXPBbFCkH,8,27,garage door;lamp;box;washing machine and dryer;bicycle;ladder;electric box;hose;clothes dryer;cabinet;step stool;vacuum cleaner;clothes container;washing machine;basket;sewing machine;door frame;trashcan;board;picture;cart;electric outlet;ball
00055-HxmXPBbFCkH,9,14,lamp;jacket;heater;box;shelf;dresser;door frame;stairs railing;stairs
00055-HxmXPBbFCkH,10,25,table;bouquet;chair;refrigerator;cabinet;kitchen appliance;knife holder;tap;kitchen utensil;bin;board;heater;oven;shelf;toy;kitchen lower cabinet;kitchen table;set of armchairs;stove;picture
00055-HxmXPBbFCkH,11,20,table;l-shaped sofa;sliding glass door;heater;shelf;tv;computer equipment;bouquet;plant;pad;plant ornament;picture;cabinet;lamp;vase;speaker
00057-1UnKg1rAb8A,0,40,clock;ornament;photo mount;ceiling fan;lamp;couch;pillow;tv;shelf;toy;door frame;cabinet;plant;table;chair;plates;fridge;frame;calendar;curtain;dish rack;worktop;oven;pot;microwave;paper towel;sink;towel;crib;carpet;ventilation;cradle;ventilation hood;table pad
00057-1UnKg1rAb8A,1,17,door frame;plant;lamp;ventilation;wash cabinet;washbasin;shelf;rack;toilet;carpet
00057-1UnKg1rAb8A,2,22,washing machine;clothes dryer;box;stairs;rack;door frame;alarm;alarm control;ornament;mirror;toy;carpet;lamp;photo mount;plant
00057-1UnKg1rAb8A,3,24,door frame;ornament;clock;crib;plant;table;fan;curtain;couch;pillow;bed;blanket;shoe rack;wardrobe;ironing board;iron;lamp;ventilation;rack
00057-1UnKg1rAb8A,4,24,door frame;wardrobe;bedside cabinet;bedside lamp;bed;pillow;photo mount;ornament;curtain;fan;cabinet;bottle;plant ornament;chest of drawers;mirror;drawer;shoe rack;lamp;box
00057-1UnKg1rAb8A,5,15,ornament;clock;bag;lamp;ventilation;armchair;table;plant;vase;door frame;pillow
00057-1UnKg1rAb8A,6,21,mirror;toilet;wash cabinet;washbasin;toilet paper dispenser;towel;towel bar;lamp;rack;plant;box;bath mat;trashcan;ventilation;door frame;ornament
00057-1UnKg1rAb8A,7,22,towel;lamp;mirror;wash cabinet;washbasin;toilet paper;trashcan;toilet;bathtub;shower curtain;shower curtain bar;rack;box;bath mat;bottle;ventilation;towel bar
00057-1UnKg1rAb8A,8,34,lamp;alarm;vacuum cleaner;ornament;cradle;toy;rack;box;crib;tent;door frame;doll;chair;desk;printer;monitor;speaker;amplifier;headset;painting;table;plant;plush toy;flower vase;photo mount;tv;paper
00057-1UnKg1rAb8A,9,28,bedside cabinet;bedside lamp;bed;pillow;curtain;fan;cabinet;lamp;drawer;wardrobe;ornament;alarm;ventilation;chest of drawers;mirror;jewelry box;photo mount;box;plant;photo;cosmetics;plush toy;door frame;hatch
00059-kJxT5qssH4H,0,18,mirror;toilet;toilet paper;toilet brush holder;bathroom cabinet;sink;towel;tap;shower hose/head;bathroom accessory;heater;blinds;door frame
00059-kJxT5qssH4H,1,7,door frame;rack;mirror
00059-kJxT5qssH4H,2,31,rug;bed;pillow;parapet;bathtub;flower vase;curtain;sofa chair;lamp;decoration;table;blanket;cabinet;painting;couch;tv;book;bowl of fruit;appliance;flowerpot;vase;tray;plane;bag;pouffe
00059-kJxT5qssH4H,3,31,rug;stairs;balustrade;wall panel;mirror;wall cubby;door frame;chair;flower vase;table;curtain;lamp;decoration;desk;desk chair;appliance;box;bowl of fruit;tv;coffee machine;mini fridge;bottle;plate;glass;cup
00059-kJxT5qssH4H,4,13,toilet;toilet paper;toilet paper dispenser;toilet brush holder;sink;towel;towel bar;pipe;trash can;mirror
00059-kJxT5qssH4H,5,25,rug;desk;tv;desk chair;bed;wall panel;lamp;curtain;flower vase;decoration;table;sofa chair;flowerpot;pillow;blanket;bag;appliance;box;pouffe
00059-kJxT5qssH4H,6,11,mirror;door frame;cabinet;mini fridge;bottle;coffee maker;decoration
00059-kJxT5qssH4H,7,18,mirror;toilet;toilet paper;toilet brush holder;heater;towel;shelf;cabinet;sink;flower vase;shower hose/head;trash can;tap
00062-ACZZiU6BXLz,0,20,curtain;picture;rug;mirror;plant;vase;lamp stand;pillow;ceiling lamp;cabinet;nightstand;bedside lamp;bed;wardrobe;door frame
00062-ACZZiU6BXLz,1,10,ceiling lamp;ceiling vent;trashcan;toilet;picture;door frame
00062-ACZZiU6BXLz,2,22,showerhead;bath faucet;bathtub;shower knob;bath towel;bath cabinet;mirror;bath sink;faucet;flower vase;bouquet;bathroom shelf;wall lamp;shower wall;shower curtain rod;shower curtain;sink cabinet
00062-ACZZiU6BXLz,3,9,ceiling lamp;rug;closet shelf;ironing board
00062-ACZZiU6BXLz,4,19,ceiling lamp;door frame;picture;decoration;decorative plant;pillow;rug;bed;wardrobe;bedside lamp;nightstand;bouquet;flower vase;curtain
00062-ACZZiU6BXLz,5,16,ceiling lamp;wardrobe;picture;table lamp;decoration;door frame;table;curtain;bed;pillow
00062-ACZZiU6BXLz,6,17,mirror;rug;picture;bath towel;door frame;bath sink;decorative plant;perfume;decoration;sink cabinet;bathtub;shower curtain;shower curtain rod
00062-ACZZiU6BXLz,7,13,picture;decorative plant;cabinet;stairs;stairs railing;ceiling lamp;recessed wall;ceiling vent;rug
00062-ACZZiU6BXLz,8,1,Only contains ignored tags : wall
00062-ACZZiU6BXLz,9,19,mirror;decoration;rug;picture;pillow;couch;decorative plant;table;door frame;appliance;tv;tv stand;ceiling lamp;air vent
00062-ACZZiU6BXLz,10,31,ceiling lamp;decorative plant;picture;bouquet;door frame;table lamp;wall electronics;kitchen cabinet;tray;kitchen top;faucet;wall clock;switch;book;table;pillow;couch;microwave;oven;decoration;refrigerator;kitchen island;stool;sink;dishwasher;kitchen lower cabinet;ceiling vent
00062-ACZZiU6BXLz,11,15,stairs;ceiling lamp;hanger;mirror;decorative plant;dining table;rug;dining chair;wall sign;picture
00062-ACZZiU6BXLz,12,17,ceiling lamp;wardrobe;picture;pillow;bed;rug;bedside lamp;door frame;decorative plant;box;table lamp
00062-ACZZiU6BXLz,13,6,ceiling lamp;picture
00062-ACZZiU6BXLz,14,23,rug;ceiling lamp;door frame;decoration;bathroom towel;toilet paper;shower cabin;box;bathroom shelf;washing machine;basket;decorative plant;bath sink;bath cabinet;bucket;toilet;ceiling vent
00064-gQgtJ9Stk5s,0,59,rug;doormat;ceiling lamp;beam;painting;picture;radiator;door frame;parapet;sofa chair;cushion;sofa;piano;wall tv;window curtain;table;tissue box;decoration;curtain;curtain rod;piano bench;fireplace;round cushion;cabinet;decorative plate;chair;mirror;plant;firewood;bureau;chest of drawers;case;fuse box;stuffed animal;bag;candle;side table;keyboard;mouse;speaker;appliance;vase;statue;tripod;box;pile of magazines;computer;monitor;clutter;coffee table;book;shelf
00064-gQgtJ9Stk5s,1,33,beam;paneling;wall clock;picture;table;bowl of fruit;chair;ironing board;door frame;radiator;floor lamp;window curtain;curtain rod;cabinet;basket of something;towel;curtain;box of tissues;chest of drawers;clutter;blanket;cardboard box;iron;shelving;table cloth;baby chair
00064-gQgtJ9Stk5s,2,5,rug;door frame
00064-gQgtJ9Stk5s,3,29,carpet;painting;picture;radiator;curtain rod;cabinet;parapet;window curtain;trashcan;box;ceiling lamp;bench;desk;keyboard;mouse;computer;monitor;handbag;book;telephone;jewelry box;decoration;chair;clutter
00064-gQgtJ9Stk5s,4,36,doormat;stairs;door frame;refrigerator;radiator;curtain;curtain rod;kitchen island;trashcan;bucket;ceiling lamp;kitchen lower cabinet;dishwasher;kitchen counter;stovetop;kitchen cabinet;oven;microwave;calendar;hanging clothes;fan;cardboard box;sink;clutter;kettle;dishrag;kitchen extractor;cutting board;shelf
00064-gQgtJ9Stk5s,5,17,ceiling lamp;wall lamp;stairs;door frame;wardrobe;radiator;stool;hanging clothes;boots;clothes;shoe rack
00064-gQgtJ9Stk5s,6,14,painting;mirror;sink cabinet;sink;heater;towel;toilet;toilet paper;toiletry;decoration;soap
00064-gQgtJ9Stk5s,7,19,door frame;kitchen cabinet;kitchen lower cabinet;kitchen counter;dishwasher;cardboard box;coffee maker;storage bin;wine rack;pipe;food;towel;storage box;bottles
00064-gQgtJ9Stk5s,8,19,ceiling lamp;ceiling wall;picture;beam;mirror;painting;motion detector;chest;basket;bookshelf;book;clutter;door frame;bag
00064-gQgtJ9Stk5s,9,21,stairs;parapet;wardrobe;radiator;window curtain;curtain rod;bed;folding chair;nightstand;table lamp;tissue box;bookshelf;book;picture;clutter;storage bin;jewelry box
00064-gQgtJ9Stk5s,10,35,picture;radiator;closet;bag;bed;cushion;shoes rack;shoe;office chair;plant;door frame;chest of drawers;rack;cardboard box;window curtain;curtain rod;tissue box;nightstand;parapet;table lamp;shelf;bucket;clutter;mannequin;case;vase;decoration;shelf with clutter
00064-gQgtJ9Stk5s,11,16,rug;scale;mirror;ceiling lamp;toilet paper;sink cabinet;sink;trash can;toilet;radiator;towel;shower;bath utensil
00064-gQgtJ9Stk5s,12,14,rug;mirror;sink cabinet;sink;door frame;toilet;toilet paper;bathroom utensil;soap bottle;shower
00064-gQgtJ9Stk5s,13,27,rug;ceiling lamp;painting;smoke detector;shoe;nightstand;bed;cushion;closet;desk;office chair;radiator;shelf;storage box;clutter;door frame;window curtain;curtain bar;tissue box;book;clothes;box
00064-gQgtJ9Stk5s,14,29,ceiling fan;smoke detector;painting;radiator;bed;cushion;chair;wardrobe;door frame;nightstand;picture;window curtain;chest of drawers;alarm clock;book;curtain rod;telephone;decoration;shoe rack;clothes;hanging clothes;bag;shoe;cardboard box
00064-gQgtJ9Stk5s,15,18,shower wall;shower;rug;toilet;mirror;sink cabinet;bathroom cabinet;wall lamp;toilet paper;pile of magazines;towel;bathroom utensil;bathroom shelf;shower bar;radiator
00064-gQgtJ9Stk5s,16,43,carpet;radiator;bookshelf;window curtain;curtain bar;bed;cushion;whiteboard;shelf;parapet;monitor;keyboard piano;office chair;case;computer;acoustic panel;speaker;picture;box;book;clutter;chest of drawers;blanket;tissue box;table lamp;toy;storage box;ceiling lamp;bag;bucket;curtain rod;desk;keyboard;mouse;magazine;door frame;appliance;smoke detector
00064-gQgtJ9Stk5s,17,27,ceiling lamp;door frame;rug;mirror;bench;sink cabinet;sink;sauna;window curtain;curtain bar;parapet;radiator;curtain;cardboard box;painting;bathtub;bath utensil;towel;shower rod;bathroom utensil;wall soap shelf;towel bar
00064-gQgtJ9Stk5s,18,46,stairs;stairs railing;door frame;carpet;railing;paneling;heater;beam;smoke detector;glass;sofa;curtain;bag;exercise machine;bureau;cardboard box;nightstand;hammock;computer;shelf;box;clutter;picture;pile of magazines;cardboard;storage bin;decoration;storage box;toy;table;bar chair;clothes;towel;book;wood;tissue box;map;game;yoga mat;table lamp;electronics
00064-gQgtJ9Stk5s,19,35,beam;stairs;carpet;toy;cardboard box;paneling;pool table;dartboard;cardboard;folding chair;shelving;painting;clutter;book;game;office chair;rocking horse;heater;deck chair;window curtain;whiteboard;table;exercise ball;bean bag chair;box;plank;bar cabinet;electronics;storage box;seat
00064-gQgtJ9Stk5s,20,46,ceiling wall;ceiling lamp;carpet;beam;fan;acoustic panel;cardboard box;fuse box;curtain;window curtain;curtain bar;bed;stair step;bag;heater;clothes bag;cushion;clothes;desk;keyboard;tissue box;monitor;storage box;box;radio;plant;seat;trashcan;clutter;case;mouse;table;laundry basket;paper storage;closet shelf;board;tool box;rack;bedframe;music equipment
00081-5biL7VEkByM,0,26,wardrobe;boxes;desk;mirror;door frame;cabinet;stool;radiator;poster;picture;bed;bed table;table;box;document;decoration;board;sofa;tv;ceiling lamp;smoke detector
00081-5biL7VEkByM,1,11,picture;radiator;ceiling lamp;cabinet;book;wall lamp;banister
00081-5biL7VEkByM,2,17,washbasin;tap;towel;towel bar;wall lamp;toilet;toilet paper;bathtub;bathtub utensil;handrail;shower wall;ceiling lamp
00081-5biL7VEkByM,3,33,door frame;cabinet;clutter;box;wardrobe;case;picture;document;shelf;book;papers;decoration;chair;table;radiator;bin;ceiling lamp;bed;coffee machine;poster;clock;electric guitar;desk;weights;smoke detector;door knob
00081-5biL7VEkByM,5,39,stairs;carpet;decoration;picture;decorative plant;security detector;door knob;door frame;curtain;curtain rail;wardrobe;hat;clothes;cabinet;porcelain;cup;floor lamp;glass;cups;bottle;vase;mail;ceiling lower;statue;fireplace;stool;sofa;table;smoke detector;ceiling lamp;chair;fire detector
00081-5biL7VEkByM,7,27,door frame;door knob;picture;kitchen cabinet;range hood;kitchen utensil;hanger;kitchen lower cabinet;oven;sink;tap;dishwasher;curtain;radiator;ceiling panel;lamp;ceiling lamp;shelf;chair;table;microwave
00081-5biL7VEkByM,8,15,flush button;toilet;shelf;mirror;washbasin;tap;soap;curtain;radiator;cleaning fluid;curtain rail
00081-5biL7VEkByM,9,13,door frame;bookshelf;smoke detector;ceiling lamp;picture;floor lamp;air vent;book
00081-5biL7VEkByM,10,8,door frame;shelf;boxes;box
00081-5biL7VEkByM,11,20,picture;curtain;curtain rail;decorative plant;radiator;cabinet;decoration;box;glasses;cup;porcelain;sofa;bag;bookshelf;book;smoke detector;ceiling lamp
00081-5biL7VEkByM,12,22,door frame;door knob;picture;decoration;cabinet;table lamp;bookshelf;book;curtain;curtain rail;radiator;desk;monitor;ceiling lamp;smoke detector;ceiling lamp rail
00081-5biL7VEkByM,13,18,door frame;door knob;bookshelf;book;cabinet;wardrobe;ceiling lower;ceiling lamp;bed;bed table;picture;curtain
00081-5biL7VEkByM,14,25,door frame;toilet;urinal;toilet paper;curtain;flush button;cleaning fluid;curtain rail;radiator;mirror;wall lamp;wash cabinet;tap;handrail;bathtub utensil;bathtub;shower wall;shower floor;shower door frame;ceiling lamp
00081-5biL7VEkByM,15,42,door frame;washbasin;tap;mirror;bathroom shelf;towel bar;toilet paper;wall lamp;toilet;flush button;curtain;radiator;handrail;bathtub utensil;bathtub;shower wall;shower cabin;picture;cabinet;medical object;document;book;decoration;lamp;box;plates;cup;bottle;curtain rail;shelf;trophy;ceiling lamp;ceiling lamp hanger;desk;bin
00081-5biL7VEkByM,17,15,picture;wall lamp;stairs;radiator;decoration;door frame;pipe;ceiling lamp;hanger;electricity box;switch
00081-5biL7VEkByM,19,20,door knob;electricity box;switch;pipe;ceiling pipe;shelf;bag;canvas;frame;painting;electric box;ceiling lamp;door frame;meter
00081-5biL7VEkByM,20,4,ceiling lamp;utensil;door knob;decoration
00081-5biL7VEkByM,21,30,door frame;door knob;switch;wall lamp;ceiling pipe;radiator;pipe;cabinet;boxes;electrical installation;shelf;case;pole;bag;furnace;ceiling lamp;electrical box;device;washing powder;pump;crate;washing machine;extension lead;air vent
00087-YY8rqV6L6rf,0,19,wall tv;window glass;cabinet;chair;toy;pillow;bedside lamp;sconce;wardrobe;door frame;curtain rod;nightstand;heater;bed
00087-YY8rqV6L6rf,1,19,window glass;door frame;window curtain;wardrobe;rug;chair;heater;bed;picture;clothes hanger rod;clothes;side table;cabinet
00087-YY8rqV6L6rf,2,29,sconce;heater;window glass;curtain rod;picture;curtain;wardrobe;table lamp;basket of something;bedside lamp;cuddly toy;cabinet clutter;cabinet;pillow;armchair;wall electronics;bed;playpen;book;toy;storage box;appliance;vessel
00087-YY8rqV6L6rf,3,25,sconce;window glass;bathroom accessory;weight;heater;bottle of soap;faucet;bathroom shelf;mirror;sink cabinet;trash can;bathroom towel;stool;bidet;cosmetics;shower rail;bathrobe;bathroom utensil;shower cabinet;cabinet
00087-YY8rqV6L6rf,4,15,ceiling lamp;window glass;towel bar;toilet brush holder;toilet paper dispenser;toilet;toilet paper;bathroom accessory;door frame
00087-YY8rqV6L6rf,5,33,glass;door frame;ceiling lamp;kitchen countertop item;stove;wall clock;refrigerator;kitchen cabinet;tv;control;toaster;kitchen countertop items;knife holder;dinner table;board;kitchen appliance;bottle of detergent;cup;dishwasher;faucet;sink;cloth;kitchen utensil;towel;kitchen counter;kitchen lower cabinet;cabinet clutter;microwave
00087-YY8rqV6L6rf,6,15,mirror;ceiling lamp;picture;door frame;cabinet;wall electronics;bucket;telephone;heater;cabinet clutter
00087-YY8rqV6L6rf,7,7,bouquet;flower vase;door frame
00087-YY8rqV6L6rf,8,11,toy;lamp;chair;table;storage box;curtain
00087-YY8rqV6L6rf,9,39,picture;painting;painting frame;wall electronics;sconce;clock;pillow;armchair;couch;heater;curtain rod;pouffe;coffee table;floor lamp;tv;appliance;tv stand;table lamp;mat;basket of something;storage box;sideboard;book;pot;box;board;toy;fireplace;shelf;countertop;paper storage;book rack;dining chair;dining table
00087-YY8rqV6L6rf,10,6,door frame;basket of something
00087-YY8rqV6L6rf,11,63,picture;window glass;garage door;telephone;lamp;coat rack;washing machine and dryer;boiler;hat;box;socket;cabinet;ladder;rug;bucket;boxes;storage box;machine;board;basket of something;chair;pot;wall electronics;bottle of detergent;tool box;utensil;shelf clutter;shelf;mirror;washing stuff;sink;towel;chain;trash bag;tool;cart;broom;appliance;garage door railing;clutter;shelving;book;container;can;bottle;canister;drill;case;cloth;table;countertop;brush;plate;pipe;paper;tool rack;bar
00096-6HRFAUDqpTb,1,16,door frame;ceiling lamp;shower curtain;toilet;bathroom cabinet;sink;faucet;soap dispenser;cosmetic;tissue box;decorative plant;rug
00096-6HRFAUDqpTb,2,21,ceiling fan;door frame;bed;wall hanging decoration;painting;picture;chest of drawers;cabinet;bench;window curtain;blinds;end table;bedside lamp;shelf;closet door
00096-6HRFAUDqpTb,3,8,door frame;closet door;picture;wall lamp;ceiling lamp
